Module,Tech,Width,Target Freq,Delay,Area,L Power (nW),D energy (nJ)
add,tsmc28,32,10204,0.10141978400627205,225.792002,1180.0,0.08653469227753822
mux2,sky90,32,4000,0.246172,228.340004,80.334,0.08449999999999999
mux2,tsmc28,128,15639,0.06391170733422853,145.782001,1020.0,0.05204936377006203
add,tsmc28,16,11981,0.08588248702111677,95.886001,511.735,0.03722560721141808
mux2,tsmc28,16,20682,0.05247022328594913,15.372,84.373,0.005043032588724495
csa,sky90,16,6173,0.16536178810950916,675.220013,421.312,0.31119390895836707
flop,sky90,8,8571,0.11434450029168125,133.279999,64.8145,0.1936355151090888
comparator,sky90,64,2879,0.3470918273706148,1519.98003,422.272,0.21778395276137547
mux4,tsmc28,64,15041,0.07022094116082707,145.277999,710.673,0.047337278106508875
mux4,sky90,32,3789,0.26225787912377935,459.620009,152.167,0.1419899709685933
add,tsmc28,8,14114,0.07275363667280714,35.028001,197.931,0.0138869207878702
add,tsmc28,128,7354,0.13597341881968997,907.452008,4360.0,0.3451183029643731
mux8,tsmc28,128,11102,0.09522286056566384,640.079998,3170.0,0.17096018735362997
add,tsmc28,128,7066,0.1415187851684121,858.942007,3940.0,0.3235210868949901
comparator,sky90,64,3317,0.3259782384684956,1324.960026,375.296,0.17244498040397951
shiftleft,tsmc28,8,14898,0.06690610377231844,51.912,383.207,0.018042690293999193
priorityencoder,tsmc28,128,10,0.9983220000000017,114.533999,291.024,0.01597
mux4,tsmc28,1,26780,0.0380882994772218,5.292,41.928,0.0017102315160567587
comparator,tsmc28,16,13186,0.07577501001061733,47.754,197.671,0.012619444865766721
mux2,sky90,64,3994,0.24961056334501755,479.220007,139.961,0.16399599399098647
add,sky90,64,10,7.080673000000004,927.079988,110.998,0.3249
flop,sky90,32,8221,0.1143447031991242,533.119995,259.258,0.774175891010826
comparator,sky90,8,4839,0.20629126741062204,200.900004,136.6,0.05001033271337053
comparator,tsmc28,8,16397,0.06087376587180582,27.846,124.214,0.007355003964139782
csa,sky90,64,6173,0.16536178810950916,2697.940053,1670.0,1.2418597116474974
mult,tsmc28,8,4600,0.2172923043478261,316.512001,2070.0,0.21195652173913043
mux2,sky90,64,4207,0.2429750729736154,517.44001,134.725,0.157594485381507
shiftleft,sky90,64,2071,0.4824885224529213,3215.380053,1760.0,0.8614196040560116
shiftleft,sky90,16,3557,0.297124788585887,608.58001,422.656,0.15434354793365193
mux8,tsmc28,1,17025,0.06011015124816446,9.072,57.908,0.0027958883994126287
shiftleft,tsmc28,8,15506,0.06589716471043468,44.856,300.094,0.014413775312782148
flop,sky90,64,8921,0.11434405660800359,1066.23999,520.0,1.5483690169263535
priorityencoder,tsmc28,16,21678,0.04626771676353907,23.688,87.326,0.00417935233877664
mux4,tsmc28,8,18514,0.055939179215728635,24.066,117.217,0.007232364696986064
mux8,tsmc28,64,11895,0.08861193652795293,585.647993,2900.0,0.11197982345523327
comparator,tsmc28,128,8996,0.11113551578479325,480.438,1900.0,0.10704757670075589
mux4,sky90,64,4007,0.2932652642874969,1421.980024,895.196,0.35338158223109556
mux4d,tsmc28,1,34574,0.0294854685023428,6.426,53.388,0.0019581188176086076
csa,sky90,128,5689,0.16671381683951486,4641.28009,3300.0,2.386183863596414
priorityencoder,sky90,16,5890,0.1697722869269949,136.220003,75.053,0.020950764006791172
mux4,tsmc28,1,25730,0.0384481379712398,4.158,30.449,0.0012922658375437233
mux4,sky90,16,4146,0.251916333815726,245.000004,80.791,0.06343463579353595
mux4,sky90,16,4545,0.26359700220022003,358.680007,100.453,0.07942794279427942
csa,sky90,32,6478,0.16536163229391787,1499.400029,862.282,0.6336832355665329
mux2,sky90,64,4073,0.24517727326295113,479.220009,115.22,0.15148539160324087
csa,sky90,32,6358,0.16398216420257944,1568.000031,983.19,0.7239698018244731
flop,sky90,64,10,0.1143419999999935,1066.23999,520.0,1.54955
flop,sky90,16,9445,0.11434412493382742,266.5599975,129.629,0.38713605082054
csa,tsmc28,128,25014,0.04049261253697929,838.655998,7720.0,0.34720556488366516
mux8,sky90,64,10,1.3133009999999956,1610.140031,110.909,0.27999999999999997
add,sky90,16,2942,0.3393218266485384,722.260013,485.109,0.32460910944935417
comparator,tsmc28,128,9371,0.10671119720414043,558.432,2400.0,0.12794792444776437
mux8,sky90,64,2785,0.3587524272890485,2023.700038,635.117,0.40430879712746853
mux4,tsmc28,32,14892,0.066647147730325,77.238,364.152,0.025248455546602204
shiftleft,tsmc28,32,9396,0.10641326734780758,311.723998,1470.0,0.08343976160068114
mux8,tsmc28,32,10776,0.09256081217520415,171.989999,780.419,0.04101707498144023
mux2,sky90,64,4122,0.248458679281902,479.220009,106.14,0.15138282387190685
priorityencoder,sky90,128,3136,0.31840255102040815,1579.760031,453.063,0.10427295918367345
mux8,sky90,32,2987,0.33436006427854037,1412.180011,763.713,0.34181452962838965
mux8,sky90,16,3568,0.2891280582959641,618.380012,225.209,0.12780269058295965
mux4,sky90,128,3280,0.3066450487804878,2166.780041,981.943,0.6625
mux8,tsmc28,16,11773,0.08486411721736176,83.664,357.291,0.021404909538775163
add,tsmc28,128,6633,0.15075334479119554,792.414006,3640.0,0.3086084727875773
mux4,tsmc28,8,17788,0.05615667483696874,23.814,113.824,0.007252080053968968
add,sky90,32,2565,0.41661854775828455,1395.520026,647.273,0.5734892787524366
csa,tsmc28,128,26486,0.040226795514611495,838.655994,7830.0,0.3485615041908933
mux8,sky90,128,2773,0.36877026685899744,4476.640087,1520.0,0.8755860079336458
mux2,tsmc28,64,18196,0.05494513343591998,83.285999,419.089,0.023411738843701915
priorityencoder,sky90,64,3934,0.2539222043721403,760.480014,316.203,0.06507371631926792
priorityencoder,tsmc28,128,12126,0.08674642536698005,321.048001,1060.0,0.04395513772060037
mult,tsmc28,32,3211,0.33017946122703207,6265.475998,46700.0,6.259732170663345
csa,sky90,128,10,0.2641830000000027,1881.599976,220.98,0.675
mux4,sky90,16,3987,0.2507101492350138,273.420005,78.903,0.07123150238274392
mux4,sky90,32,4365,0.2416230744558992,755.580015,452.834,0.1628865979381443
mult,tsmc28,128,1793,0.5577244841048522,40469.058207,229000.0,43.65476854433909
mult,tsmc28,128,1831,0.5461486450027307,42969.906237,251000.0,47.86892408519934
comparator,sky90,16,3777,0.27152939184537994,360.640007,157.74,0.059571088165210485
mux2d,tsmc28,1,52822,0.018931505811972286,3.276,26.574,0.0009276437847866419
flop,tsmc28,64,22091,0.048891303426734874,120.959999,630.0,0.21782626408944816
priorityencoder,sky90,8,8003,0.12495914257153568,60.760001,44.346,0.013444958140697238
comparator,sky90,128,2630,0.38016313688212927,2700.880053,641.273,0.41711026615969576
priorityencoder,tsmc28,8,29455,0.033933093362756746,8.316,36.118,0.0018095399762349347
flop,sky90,16,8921,0.11434405660800359,266.5599975,129.629,0.3871202779957404
csa,sky90,128,5810,0.16922003958691909,4700.080091,3350.0,2.4051635111876077
mux2,sky90,16,5048,0.20207425673534074,119.560002,32.354,0.03882725832012678
shiftleft,sky90,8,4241,0.23524044494223062,255.780005,194.529,0.06908747936807356
mux8d,tsmc28,1,20182,0.049365103161232785,11.718,79.832,0.0037260925577247057
comparator,sky90,128,10,1.136650000000003,1997.240039,243.506,0.1572
mux8,tsmc28,64,10353,0.09590236028204385,266.615998,1150.0,0.06799961363855887
mux4d,tsmc28,1,31914,0.030080210691232692,4.158,30.468,0.0012831359278059787
csa,tsmc28,8,24524,0.040663382319360626,52.416,482.462,0.02173381177621921
flop,sky90,8,8221,0.1143447031991242,133.279999,64.8145,0.19360175161172608
mux2,tsmc28,128,15306,0.06522285600418137,160.02,948.941,0.05017640141121129
csa,sky90,32,5878,0.1696478931609391,1365.140027,921.68,0.6731881592378359
csa,tsmc28,32,22562,0.04244531185178619,124.992002,962.249,0.05509263363177023
mux8,tsmc28,8,12386,0.08048931519457453,41.832,167.156,0.010229291135152592
mux2,tsmc28,32,16829,0.058776237150157465,29.736001,158.536,0.009673777408045637
csa,tsmc28,8,23053,0.04244530217325294,31.248001,240.54,0.013855029714136989
mux8,tsmc28,32,12182,0.08988432703989492,202.104,984.173,0.04703661139385979
shiftleft,sky90,128,1793,0.5575724841048522,7695.940136,3730.0,2.007250418293363
priorityencoder,tsmc28,64,13252,0.07544330787805614,123.228,381.105,0.01619378207063085
shiftleft,tsmc28,64,8107,0.12333419119279634,757.385999,3630.0,0.21438263229308005
csa,tsmc28,32,25505,0.04036599843168006,201.599998,1900.0,0.08519898059204077
mux2,sky90,64,4233,0.24139207394283013,486.080007,135.616,0.16182376565083867
csa,sky90,64,6052,0.16536163317911434,2631.300051,1640.0,1.232154659616656
mux8,tsmc28,16,13245,0.08118818875047187,86.814,421.512,0.023556058890147225
mux2,tsmc28,1,50870,0.01965795164143896,2.142,15.112,0.0006034991153921761
mux8,sky90,64,3148,0.3316140076238882,2234.400043,750.071,0.4453621346886913
mux4,sky90,128,3200,0.317297,2058.00004,772.668,0.5843750000000001
csa,tsmc28,8,24034,0.04077672239327619,49.392,473.393,0.02151119247732379
priorityencoder,tsmc28,64,13804,0.07239877021153289,137.466,425.592,0.01847290640394089
mux8,sky90,8,3657,0.27529718156959254,447.860008,277.646,0.09625375991249657
csa,sky90,8,5638,0.16671386094359703,290.080006,207.654,0.1493437389145087
mux8,tsmc28,128,10474,0.09542350830628223,683.045996,2820.0,0.15705556616383426
mux8,tsmc28,1,16691,0.05956652770954406,10.206,62.604,0.0032173027380025163
flop,sky90,16,8746,0.11434398307797851,266.5599975,129.629,0.3871484107020352
add,sky90,128,1734,0.5763442687427912,5613.440109,1880.0,1.7687427912341407
csa,sky90,64,6415,0.1639816453624318,2947.840027,1820.0,1.3995323460639129
comparator,sky90,16,3857,0.26124686180969664,392.000008,180.236,0.07311381903033447
add,sky90,128,1885,0.5304949787798409,6186.740118,2230.0,2.1480106100795755
mux4,tsmc28,8,18151,0.055092383284667513,27.971999,133.963,0.008032615282904523
mux4,sky90,1,8101,0.12749355042587335,28.420001,25.098,0.006493025552400939
mux2,sky90,128,3804,0.2615571777076761,1302.420012,772.39,0.48291272344900105
comparator,tsmc28,16,14835,0.07291515638692282,54.18,251.929,0.013050219076508256
priorityencoder,sky90,8,8643,0.12521256693277796,64.680001,49.589,0.014636121716996414
csa,tsmc28,64,23543,0.04244547041583485,249.984005,1920.0,0.11022384572909145
add,sky90,16,3001,0.3504502592469177,648.760012,358.879,0.2715761412862379
comparator,sky90,8,4935,0.21438524518743668,196.980003,103.039,0.04137791286727457
add,tsmc28,32,9027,0.11067877478675085,180.054001,870.864,0.07411100033233632
priorityencoder,tsmc28,128,11898,0.08643973911581779,300.636001,944.678,0.038914103210623635
mux2,tsmc28,128,17303,0.05864344622319829,177.785999,958.338,0.050684852337744904
mux4,sky90,32,4447,0.24214169934787497,752.640015,483.31,0.16820328311221047
mux4,tsmc28,16,15497,0.06397261844227915,33.768,141.323,0.01046008904949345
shiftleft,tsmc28,16,12040,0.08349647840531561,122.093999,588.646,0.031727574750830566
csa,tsmc28,16,26486,0.040226795514611495,104.831999,978.516,0.043683455410405504
mux8,tsmc28,1,16024,0.06212039041437843,8.568,46.793,0.0021779830254618072
add,tsmc28,32,9419,0.10615638305552606,183.834001,912.393,0.07357468945747957
flop,sky90,128,9445,0.11434412493382742,2132.4799805,1035.0,3.0964531498147165
mux2d,sky90,1,10,0.16890700000000436,6.86,1.19,0.001981
mux4,sky90,8,4787,0.20980010173386257,163.660002,93.256,0.043451013160643405
mux8,sky90,128,2880,0.3583902222222222,4552.100084,1800.0,0.9871527777777778
mux4,tsmc28,8,19240,0.05756705197505198,22.302,111.045,0.006382536382536383
mux2,sky90,128,3500,0.2797142857142857,1177.960023,654.082,0.3911428571428572
mux2,sky90,64,4375,0.24280542857142856,490.980007,134.477,0.16045714285714283
mult,tsmc28,16,3819,0.26184265147944485,1634.472002,11800.0,1.4553548049227547
mux4,tsmc28,8,19604,0.05756699795960008,22.302,111.045,0.00638135074474597
mult,tsmc28,8,4800,0.20832833333333334,367.416001,2600.0,0.26166666666666666
mult,tsmc28,128,1980,0.5215165050505051,50452.794237,316000.0,58.41464646464647
add,tsmc28,64,8698,0.12149495838123707,434.448005,2180.0,0.16360082777650037
flop,tsmc28,8,19636,0.04889186901609289,15.12,78.634,0.027233143206355677
mux8,sky90,16,10,0.7726059999999961,430.220008,28.957,0.0688
shiftleft,tsmc28,64,10,0.40777599999999836,270.395999,887.005,0.07880000000000001
mux8,sky90,1,5997,0.16975504168751043,72.520001,56.57,0.013206603301650825
mux8,sky90,8,3442,0.2903377623474724,275.380005,60.636,0.049535153980244044
mult,sky90,32,748,1.357571395721925,22731.100368,11200.0,21.080213903743317
mux2,sky90,32,4300,0.23126713953488373,230.300004,88.215,0.08534883720930232
mux4,sky90,32,4200,0.2820362380952381,735.980014,257.203,0.17547619047619048
mux4,sky90,32,3660,0.272303043715847,453.740008,144.844,0.14262295081967213
mux8,tsmc28,64,10794,0.09243606151565685,301.77,1480.0,0.0845840281637947
shiftleft,tsmc28,128,6461,0.15476280266212658,1215.647996,5280.0,0.36867357994118555
add,sky90,128,1772,0.5643280857787811,5611.480109,1710.0,1.696388261851016
comparator,tsmc28,8,15714,0.06352952068219422,25.578,121.375,0.0067837597047219035
priorityencoder,sky90,128,3477,0.3124412565429968,1500.380028,438.268,0.0986482599942479
comparator,tsmc28,64,11297,0.09384907586084801,291.06,1290.0,0.0684252456404355
shiftleft,tsmc28,64,7776,0.12859482304526748,654.695996,3090.0,0.1949588477366255
shiftleft,sky90,32,10,1.1897809999999964,882.980017,61.087,0.1489
mux8,tsmc28,16,12509,0.08081944144216165,99.036,498.654,0.027260372531777117
flop,sky90,16,10,0.1143419999999935,266.5599975,129.629,0.38715000000000005
flop,tsmc28,64,10,0.048889000000002625,120.959999,630.0,0.21765500000000004
mux2,sky90,16,4553,0.21640140522732265,114.660002,40.216,0.04256534153305513
shiftleft,sky90,8,4068,0.24550304228121925,232.260005,140.797,0.06052114060963618
shiftleft,tsmc28,64,8769,0.11943108872163302,1183.769998,6450.0,0.3350439046641578
mux2,tsmc28,32,17187,0.05813651079304125,29.862001,160.059,0.009699191249199978
mux2,tsmc28,64,19310,0.05253463904712584,123.858,794.333,0.03702744691869498
flop,tsmc28,16,21273,0.0488919443425939,30.24,157.29,0.054472805904197806
flop,sky90,64,9096,0.11434443447669304,1066.23999,520.0,1.5483179419525066
mux2,sky90,128,3924,0.258784997961264,955.500018,279.611,0.30937818552497454
mult,tsmc28,8,5200,0.1922996923076923,577.206,4340.0,0.37769230769230766
shiftleft,tsmc28,8,16114,0.0664628379049274,49.392,346.537,0.016277770882462454
mux2,sky90,128,4164,0.2565836983669548,1165.220021,656.972,0.4205091258405379
mux8,tsmc28,64,10573,0.09440153532582994,294.965999,1460.0,0.08256880733944953
mux4,sky90,8,4602,0.21713182746631898,134.260003,42.968,0.036701434159061276
mux4,tsmc28,1,25205,0.038448667724657805,4.158,30.449,0.0012933941678238445
mux8,sky90,64,3209,0.3308795587410408,2240.280042,852.73,0.49236522281084455
flop,sky90,128,8746,0.11434398307797851,2132.4799805,1035.0,3.0964440887262747
add,sky90,128,1998,0.5428695005005005,6510.140126,2360.0,2.3248248248248244
csa,tsmc28,128,25995,0.040894936333910364,806.399994,7580.0,0.34383535295249085
mult,sky90,64,683,1.5572078433382137,95922.401617,59200.0,108.05124450951685
comparator,tsmc28,64,11080,0.09024670758122744,294.21,1250.0,0.0684115523465704
mux4,sky90,8,4941,0.21053718053025702,164.640002,96.679,0.04430277271807326
mult,tsmc28,32,3092,0.32732826520051744,6660.989998,50100.0,6.573091849935317
flop,tsmc28,8,20454,0.04889119262735895,15.12,78.6345,0.027236726312701676
mux4,sky90,16,4482,0.22884868094600624,436.100003,418.878,0.10352521195894689
mux2,sky90,128,3844,0.26160968158168574,1387.680005,841.057,0.49349635796045777
